514 363 416 367 557 439 393 433 499 489 392 485 504 500 448 495 470 530 385 526 484 650 400 645 
520 363 421 367 562 440 396 433 502 489 396 483 506 501 449 497 471 525 389 522 484 650 400 645 
526 364 427 368 566 440 401 432 507 487 401 482 509 500 452 496 473 523 393 519 485 650 400 645 
530 364 433 367 570 440 406 430 511 486 404 481 513 501 458 496 477 521 397 515 486 650 400 643 
535 365 438 367 574 439 411 430 517 485 408 480 516 501 461 496 481 521 401 514 487 650 401 642 
540 365 444 368 578 439 417 430 522 485 414 479 521 503 466 497 485 521 404 512 488 649 403 640 
545 365 450 369 582 439 422 430 526 484 417 479 527 505 473 498 488 522 407 510 489 648 404 639 
549 364 457 368 585 439 428 429 529 484 420 479 527 504 474 497 491 519 411 507 490 648 405 638 
552 364 462 368 588 439 432 429 532 484 424 478 530 503 477 496 493 517 415 506 492 648 407 636 
554 364 465 367 589 440 435 429 531 484 427 478 533 503 481 496 494 516 416 505 497 644 415 634 
556 363 466 367 589 440 436 428 532 484 428 478 534 503 481 496 495 516 418 505 502 638 422 634 
557 363 468 367 589 440 437 428 531 484 429 477 537 502 484 496 494 517 418 506 504 636 426 633 
558 363 467 366 589 439 437 426 530 485 430 476 538 503 486 495 494 518 419 507 504 637 431 633 
556 363 465 366 589 439 434 425 529 485 429 474 537 503 485 496 495 518 419 510 507 636 436 632 
555 363 462 367 589 439 432 425 530 485 427 474 537 503 484 496 496 521 419 512 508 635 439 631 
553 364 457 370 589 438 430 426 530 485 426 475 536 504 483 498 496 522 418 514 508 635 440 630 
544 365 447 371 588 436 423 428 529 486 426 476 536 505 483 499 496 522 419 514 509 635 440 629 
532 367 437 373 587 434 412 431 528 486 424 477 529 504 476 500 491 522 419 514 508 635 439 629 
519 369 426 376 583 431 403 431 526 486 422 478 523 504 470 500 486 524 419 517 507 635 438 629 
510 369 416 377 577 428 393 431 523 486 416 478 519 501 468 498 482 528 418 523 507 636 437 630 
500 366 407 376 572 426 385 431 516 486 411 478 517 489 468 487 478 529 414 521 507 636 438 630 
496 355 398 371 563 419 381 427 509 484 407 478 518 472 466 473 478 530 410 521 506 636 437 630 
486 329 390 343 539 396 383 415 503 470 403 473 509 450 458 457 479 530 410 520 506 636 437 630 
480 306 388 322 525 382 381 396 500 461 401 464 503 432 453 440 480 527 410 520 507 637 437 629 
476 281 385 298 510 365 383 373 495 448 399 451 497 415 449 423 481 525 412 519 506 636 437 629 
470 259 381 276 501 345 382 351 491 430 393 431 491 403 441 411 483 521 414 519 507 636 437 629 
473 245 375 261 501 329 378 336 488 412 385 414 481 400 428 408 483 522 416 519 507 636 437 628 
473 235 374 251 501 317 372 328 482 400 375 403 472 403 420 407 480 523 419 521 505 637 437 628 
468 230 370 246 501 313 364 326 481 393 367 401 463 403 413 405 470 523 419 522 498 635 438 629 
465 227 368 243 500 313 359 324 480 392 357 401 459 402 408 403 456 523 419 520 484 631 437 629 
459 226 364 244 492 311 353 324 479 393 343 402 453 402 404 402 443 522 419 519 462 631 437 629 
453 224 356 245 486 310 345 327 479 394 334 406 450 400 400 400 436 522 418 518 444 635 434 629 
450 225 349 243 481 313 338 325 480 400 328 402 447 401 394 403 432 524 418 524 429 643 430 639 
448 228 343 243 478 318 332 325 482 405 318 403 442 405 388 408 426 533 416 533 417 662 429 641 
444 229 335 239 474 323 328 324 483 408 310 405 438 406 381 409 417 535 410 533 406 677 432 617 
440 224 330 232 471 323 323 321 484 410 304 405 430 405 372 408 407 536 397 534 402 682 428 614 
439 211 325 220 464 313 314 312 480 408 297 402 424 404 359 405 404 541 357 537 402 682 416 610 
435 201 318 212 460 308 308 307 474 407 290 398 418 405 349 406 410 552 329 536 403 682 395 611 
430 192 311 205 456 301 302 305 460 405 283 398 411 402 339 404 412 552 309 538 405 679 367 626 
423 187 297 204 450 299 291 307 445 404 274 400 401 404 325 405 411 552 293 542 404 683 331 669 
413 182 288 202 444 294 280 306 428 402 262 400 396 404 318 405 408 559 286 558 402 690 288 704 
403 181 273 206 433 293 264 310 410 399 248 411 391 408 308 414 404 563 282 582 402 689 262 721 
385 176 253 205 417 293 244 316 391 398 234 421 371 412 283 420 396 569 265 598 401 693 256 727 
